<<<<<<< HEAD
Fuel,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040
EL3_1,1,2,2,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55
EL3_2,1,2,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
EL3_3,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5
EL3_4,0.159466095,0.24507868,0.334806939,0.514459443,0.702408627,0.159466095,0.24507868,0.334806939,0.514459443,0.702408627,0.988987035,1.380466173,1.884064806,2.410609963,3.059024847,3.938260533,4.546645572,4.652281245,4.760072747,4.86930147,4.980686022,5.094945015,5.210641227,5.32777466,5.438248973,5.551871482,5.665493992,5.779116501,5.892739011
EL3_5,0.328829407,0.449220501,0.690265648,0.942442697,0.942442697,0.213960438,0.328829407,0.449220501,0.690265648,0.942442697,1.326953533,1.852212821,2.527906194,3.234387605,4.10438528,5.284082141,6.100370574,6.24210512,6.386732208,6.533287657,6.682735648,6.836040362,6.991273436,7.148434872,7.296661567,7.449112292,7.601563017,7.754013742,7.906464467
=======
REF,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,ElecStart
288_0,0,0,0,0,0,0.126996323,0.195176856,0.266635049,0.409707514,0.559387326,0.787613921,1.099381829,1.500439963,1.919772352,2.436159898,3.13636955,3.62087795,3.705004559,3.790848039,3.877836097,3.966541026,4.057535114,4.149673781,4.242957029,4.330937057,4.421424259,4.511911462,4.602398664,4.692885867,0
288_1,0.012014602,0.012014602,0.012815761,0.013568858,0.014539709,0.015516141,0.016572039,0.017676592,0.018870509,0.020234204,0.021453687,0.022676932,0.023902917,0.025193211,0.026491194,0.027732668,0.029352424,0.031347958,0.03349202,0.035797961,0.03828411,0.040959174,0.043848135,0.046802781,0.047327665,0.049633606,0.051939547,0.054245488,0.056551429,1
289_0,0,0,0,0,0,0.018231039,0.028018739,0.038276966,0.058815826,0.080303208,0.113066424,0.157822467,0.215396626,0.275594158,0.349724505,0.450243553,0.519797468,0.531874318,0.544197634,0.556685261,0.569419354,0.582482069,0.595709095,0.609100432,0.619123395,0.631611022,0.644098649,0.656586276,0.669073903,0
290_0,0,0,0,0,0,0.008001027,0.012296539,0.016798551,0.025812407,0.03524254,0.04962128,0.069263293,0.094530771,0.120949565,0.153483031,0.197597664,0.228122679,0.233422827,0.238831141,0.244311566,0.249900157,0.255632969,0.261437893,0.267314927,0.271713689,0.277194114,0.282674539,0.288154963,0.293635388,0
291_0,0,0,0,0,0,0.081393448,0.125091159,0.170889561,0.262586399,0.358517963,0.504791092,0.704606837,0.961649745,1.230404841,1.561363736,2.010136396,2.320663569,2.37458131,2.429599412,2.48535109,2.542203129,2.600522318,2.659575081,2.71936142,2.775748862,2.833743182,2.891737502,2.949731822,3.007726142,0
291_1,4.404842728,4.404842728,4.564378613,4.879179131,5.379018,5.788483077,6.255450085,6.749080352,7.227415106,7.834741533,8.272303769,8.677839207,9.04905174,9.442116967,9.797191651,10.05433818,10.5843455,11.42038574,12.32647964,13.30935223,14.38299955,15.54718337,16.82333215,18.09804069,19.13762416,20.29659356,21.45556295,22.61453235,23.77350175,1
292_0,0,0,0,0,0,0.186246727,0.286237033,0.391034198,0.600857426,0.820370673,1.155076872,1.612300761,2.20047342,2.815446227,3.572755482,4.599649436,5.310206262,5.43358232,5.559476257,5.68704878,5.817139181,5.950586754,6.085712913,6.222517658,6.351544955,6.484249155,6.616953354,6.749657554,6.882361753,0
292_1,0.378727145,0.378727145,0.392935427,0.419860169,0.462309171,0.497326326,0.53718359,0.579301034,0.620279376,0.672103942,0.709760321,0.744785385,0.776988754,0.811077328,0.842048939,0.86488348,0.910687138,0.982187198,1.059653321,1.143657021,1.235375028,1.33479942,1.443727677,1.552625571,1.641422768,1.740408414,1.83939406,1.938379706,2.037365352,1
293_0,0,0,0,0,0,0.040809758,0.062719299,0.085682102,0.131657864,0.17975687,0.25309657,0.353281934,0.482160354,0.616911133,0.782850197,1.007859755,1.163554583,1.190588331,1.218173789,1.246127052,1.274632024,1.303872609,1.333481,1.363457196,1.385893368,1.413846632,1.441799895,1.469753158,1.497706421,0
294_0,0,0,0,0,0,0.396561896,0.609464134,0.832601276,1.279362936,1.746756862,2.45942294,3.432957212,4.685311376,5.994729187,7.607213863,9.793706043,11.3066441,11.56933995,11.83739695,12.10902804,12.38602027,12.67016069,12.9578752,13.2491638,13.52389243,13.80645004,14.08900764,14.37156524,14.65412285,0
295_0,0,0,0,0,0,0.138579428,0.212978585,0.290954351,0.447076198,0.610408036,0.859450767,1.199654465,1.637292387,2.094871328,2.658357652,3.422432164,3.951131702,4.042931348,4.136604456,4.231526539,4.328322084,4.427615579,4.528158048,4.629949493,4.72595402,4.824694398,4.923434775,5.022175152,5.120915529,0
296_0,0,0,0,0,0,0.070359531,0.108133463,0.14772331,0.226989476,0.309916297,0.436360244,0.609088426,0.831285902,1.063607829,1.349701041,1.737636864,2.006068132,2.052676638,2.100236337,2.148430166,2.197575189,2.247988471,2.299035882,2.350717422,2.39946083,2.449593283,2.499725736,2.549858189,2.599990642,0
296_1,1.1049927,1.1049927,1.143452553,1.222873157,1.349936136,1.45325289,1.57132452,1.696187525,1.816654425,1.970256506,2.079911893,2.18114445,2.273355825,2.371029072,2.458697302,2.520901176,2.653115443,2.864058227,3.092756048,3.340917243,3.612137482,3.906317091,4.228974329,4.550973357,4.813622999,5.106464068,5.399305137,5.692146206,5.984987275,1
297_0,0,0,0,0,0,0.391371973,0.601487896,0.821704776,1.262619535,1.723896538,2.427235743,3.388029084,4.623993318,5.916274391,7.507656002,9.665532911,11.1586707,11.41792858,11.68247743,11.9505536,12.22392075,12.50434254,12.78829164,13.07576807,13.34690125,13.62576094,13.90462062,14.18348031,14.46234,0
298_0,0,0,0,0,0,0.418308242,0.642885444,0.878258803,1.349519625,1.842544128,2.594290822,3.621210993,4.942240759,6.323463385,8.024372214,10.33076552,11.92666887,12.20377023,12.48652672,12.7730533,13.06523501,13.36495689,13.66844886,13.97571092,14.26550491,14.56355718,14.86160945,15.15966172,15.457714,0
299_0,0,0,0,0,0,0.169636693,0.260709568,0.356160611,0.547271183,0.747207589,1.052063699,1.468511009,2.004228689,2.564356402,3.254126577,4.18943909,4.836626355,4.948999372,5.063665715,5.179860943,5.298349497,5.419895821,5.542971029,5.667575122,5.785095383,5.90596463,6.026833876,6.147703122,6.268572369,0
300_0,0,0,0,0,0,0.326477602,0.501753676,0.685455841,1.053261415,1.438052919,2.024769682,2.826251463,3.85727736,4.935282058,6.262792684,8.062866597,9.308423453,9.52469313,9.745376475,9.969002263,10.19704172,10.43096606,10.66783285,10.90764209,11.13381799,11.36643926,11.59906052,11.83168178,12.06430304,0
300_1,41.14093424,41.14093424,44.18774471,46.67902625,49.67804408,52.90516915,56.34025426,59.92199071,63.91840732,68.34524684,72.5426053,76.82838734,81.20343915,85.80260263,90.52037825,95.21925158,100.9100471,107.5070905,114.5774567,122.1627189,130.309188,139.0544383,148.4562635,158.1407271,165.9943557,174.7212768,183.4481978,192.1751189,200.9020399,1
301_0,0,0,0,0,0,0.32855548,0.504947106,0.68981845,1.059964936,1.447205459,2.037656403,2.844239245,3.881827143,4.966692842,6.302652458,8.114183008,9.367667256,9.58531339,9.807401281,10.03245034,10.26194117,10.49735433,10.73572867,10.97706418,11.20467959,11.43878138,11.67288317,11.90698495,12.14108674,0
301_1,49.39129304,49.39129304,51.34127662,54.82465785,60.25654969,64.78605018,69.92625672,75.35484121,80.66961993,87.35063536,92.26844198,96.86724299,101.1235993,105.6270597,109.7535323,112.8746451,118.894236,128.1433308,138.1592041,149.0150656,160.859116,173.6928031,187.741671,201.8050333,213.2697471,226.0481085,238.8264699,251.6048314,264.3831928,1
302_0,0,0,0,0,0,1.320183469,2.028950546,2.771790364,4.25909251,5.815080974,8.187598316,11.4285649,15.59774324,19.95689062,25.32496969,32.60396161,37.64064272,38.51517638,39.40755767,40.31183737,41.23396471,42.17988887,43.13771145,44.10743245,45.02202412,45.96267898,46.90333385,47.84398872,48.78464358,0
302_1,117.1391538,117.1391538,123.9582757,131.5868318,142.1161323,152.016653,162.9016471,174.3262553,186.2668729,200.3561952,212.1753832,223.7842996,235.1587777,247.1475067,258.9095219,269.549821,284.8701305,305.098026,326.8893525,350.3878004,375.8258637,403.2630774,433.0337008,463.2560736,487.8301634,515.1789783,542.5277931,569.876608,597.2254229,1
303_0,0,0,0,0,0,1.767328849,2.716154927,3.710594163,5.701644689,7.784645549,10.96073315,15.29941325,20.88068988,26.71627797,33.90252234,43.64690462,50.38950672,51.56024443,52.75487475,53.96543347,55.1998848,56.46619293,57.74842947,59.04659441,60.27095775,61.53021188,62.789466,64.04872013,65.30797426,0
303_1,35.37189999,35.37189999,36.98745482,39.41892881,43.07409573,46.23388427,49.78472361,53.52767992,57.26758843,61.87697247,65.41444923,68.77800294,71.95398435,75.30974653,78.46214746,81.02059871,85.43577781,91.88909772,98.86608513,106.4161811,114.6336425,123.5251065,133.2320677,142.9910738,150.9404329,159.7965491,168.6526653,177.5087815,186.3648977,1
304_0,0,0,0,0,0,1.471186094,2.26102197,3.088827828,4.746247639,6.48021011,9.124096056,12.7357645,17.38181358,22.23956036,28.22164048,36.33320371,41.94598056,42.92054341,43.9149953,44.92270654,45.95030682,47.00442582,48.07180418,49.1524419,50.17164459,51.21989158,52.26813858,53.31638558,54.36463258,0
304_1,7.505559444,7.505559444,7.840331159,8.358581798,9.142785384,9.816342303,10.57457438,11.37410002,12.17010211,13.15459367,13.90464,14.6157819,15.28500811,15.99227874,16.65395526,17.18497976,18.11801489,19.49359539,20.98122664,22.59150912,24.34487873,26.24253847,28.31524653,30.39747022,32.09382061,33.98382318,35.87382574,37.76382831,39.65383088,1
305_0,0,0,0,0,0,0.62560455,0.961472949,1.313487636,2.01828588,2.755632988,3.879914331,5.415733777,7.391411399,9.457110978,12.00092006,15.45026673,17.83703395,18.25145532,18.67433426,19.1028516,19.53982651,19.98807819,20.44196826,20.90149671,21.33490065,21.78065533,22.22641001,22.6721647,23.11791938,0
305_1,2.452222705,2.452222705,2.549909759,2.722604137,2.991355818,3.215905723,3.470592044,3.739538627,4.003147372,4.334154236,4.578379825,4.806984357,5.018816605,5.242928507,5.448588745,5.604836038,5.904117099,6.36264532,6.859141805,7.397229432,7.984218891,8.620204363,9.316304092,10.0132894,10.58145941,11.21471505,11.84797069,12.48122633,13.11448197,1
306_0,0,0,0,0,0,0.100120187,0.153871725,0.210207274,0.323001421,0.441004607,0.62093178,0.86672048,1.182902982,1.513492374,1.920597212,2.472622022,2.854594274,2.920917233,2.988593721,3.057172562,3.127104934,3.198842011,3.271481442,3.345023226,3.414384107,3.485721571,3.557059035,3.628396499,3.699733963,0
307_0,0,0,0,0,0,0.114601843,0.176128151,0.240612228,0.369721228,0.504792717,0.710745046,0.992085295,1.354001297,1.732408039,2.198397633,2.830268817,3.267490578,3.34340667,3.42087207,3.499370342,3.579417922,3.661531246,3.744677442,3.828856511,3.908249938,3.989905848,4.071561757,4.153217667,4.234873576,0
308_0,0,0,0,0,0,0.069344905,0.106574113,0.14559305,0.223716151,0.305447118,0.430067666,0.600305004,0.819298258,1.048269962,1.330237537,1.712579092,1.977139419,2.023075802,2.069949662,2.117448507,2.165884829,2.215571121,2.265882398,2.316818659,2.364859157,2.41426867,2.463678183,2.513087696,2.562497208,0
309_0,0,0,0,0,0,0.020827606,0.032009325,0.043728586,0.067192706,0.091740441,0.129169978,0.180300427,0.24607462,0.314845822,0.399534228,0.514369762,0.593829936,0.607626838,0.62170531,0.635971495,0.650519249,0.665442429,0.680553322,0.695851928,0.707302418,0.721568603,0.735834787,0.750100972,0.764367157,0
310_0,0,0,0,0,0,0.554725904,0.852541676,1.16467442,1.78962167,2.443430121,3.440334611,4.802151482,6.553992251,8.385655827,10.64126089,13.69980955,15.816165,16.18363399,16.55860234,16.93857026,17.32603756,17.72350401,18.12597004,18.53343565,18.91773654,19.31298889,19.70824125,20.1034936,20.49874595,0
310_1,4.77421495,4.77421495,4.957007396,5.295357057,5.826516786,6.266528033,6.76677473,7.295270888,7.810726826,8.461077446,8.936033421,9.378736203,9.786838598,10.21875313,10.61249566,10.90578216,11.48493304,12.38339245,13.35663153,14.41180452,15.56354544,16.81184863,18.17903621,19.54654164,20.66152287,21.90436712,23.14721137,24.39005562,25.63289988,1
311_0,0,0,0,0,0,0.380600787,0.584933983,0.79909014,1.227870216,1.676452134,2.360434314,3.294785078,4.49673359,5.75344901,7.301033242,9.39952191,10.85156615,11.10368883,11.36095687,11.62165516,11.88749881,12.16020294,12.4363373,12.71590191,12.97957307,13.25075809,13.52194312,13.79312814,14.06431316,0
312_0,0,0,0,0,0,0.052075139,0.080032725,0.109334324,0.168001523,0.229378079,0.322962927,0.450804086,0.615258909,0.787207134,0.998953053,1.286075655,1.484749456,1.519245769,1.554446088,1.590115744,1.626489407,1.663801745,1.701583421,1.739834434,1.77591085,1.813015339,1.850119827,1.887224316,1.924328805,0
313_0,0,0,0,0,0,0.057264251,0.088007717,0.120229121,0.184742308,0.252234831,0.355145094,0.495725193,0.676567385,0.865649671,1.098495357,1.414228758,1.632699733,1.670633487,1.709341399,1.748565416,1.788563592,1.829593979,1.871140471,1.913203069,1.952874378,1.993676204,2.03447803,2.075279856,2.116081681,0
314_0,0,0,0,0,0,0.053730897,0.082577411,0.112810671,0.173343226,0.236671284,0.333231715,0.465137656,0.634821413,0.812236829,1.030715329,1.326967156,1.531957902,1.567551044,1.603870577,1.640674371,1.678204555,1.71670326,1.755686225,1.795153451,1.832376937,1.870661184,1.90894543,1.947229677,1.985513924,0
314_1,0.047683484,0.047683484,0.049319795,0.052753743,0.058261889,0.062729245,0.067838249,0.073241854,0.078447397,0.085094423,0.089824699,0.094185695,0.098151259,0.102352218,0.106114335,0.108764167,0.114458475,0.123579401,0.133469218,0.144201965,0.15593407,0.168660636,0.182621924,0.196550369,0.20791225,0.220580599,0.233248947,0.245917296,0.258585645,1
315_0,0,0,0,0,0,0.204538546,0.314349182,0.429438774,0.659869335,0.900941599,1.268520241,1.770649383,2.416588143,3.09195917,3.923645911,5.051394028,5.83173665,5.96722982,6.105488157,6.245589938,6.388456886,6.535010723,6.683408005,6.833648731,6.975348164,7.121085619,7.266823073,7.412560528,7.558297983,0
316_0,0,0,0,0,0,0.218964882,0.336520588,0.459727579,0.70641067,0.964486035,1.357990416,1.895535298,2.587032854,3.310038568,4.200385121,5.407674594,6.243055669,6.388105327,6.536115182,6.686098501,6.839042018,6.995932463,7.154796374,7.315633749,7.467327405,7.623343888,7.779360371,7.935376854,8.091393337,0
316_1,0.534839137,0.534839137,0.553192728,0.591709418,0.653491223,0.703599079,0.760903936,0.821513174,0.879900857,0.954456853,1.00751372,1.056428598,1.100908124,1.148027943,1.190225521,1.219947209,1.283817101,1.386121452,1.497050036,1.617433294,1.749025798,1.891772611,2.04836862,2.204596254,2.332036156,2.474129981,2.616223806,2.758317631,2.900411456,1
317_0,0,0,0,0,0,0.320998469,0.493332961,0.673952132,1.035584983,1.413918697,1.990788846,2.778819705,3.792542339,4.85245535,6.157686937,7.927550987,9.1522042,9.364844317,9.581824027,9.801696801,10.02590917,10.25590766,10.48879922,10.72458384,10.94696393,11.17568121,11.40439849,11.63311577,11.86183305,0
317_1,0.417737752,0.417737752,0.432841084,0.46270313,0.510134187,0.54897636,0.593277371,0.640108757,0.685480117,0.743097673,0.784592458,0.823043373,0.858232285,0.89549328,0.92914337,0.953491144,1.003742362,1.083049649,1.169003616,1.262242401,1.364094763,1.474537435,1.595605021,1.716530997,1.815152449,1.92510009,2.035047731,2.144995373,2.254943014,1
318_0,0,0,0,0,0,0.359330903,0.552244934,0.75443297,1.159250661,1.582763569,2.228521389,3.11065594,4.245433531,5.431917382,6.893014834,8.874229416,10.24512613,10.48315893,10.72604954,10.9721787,11.22316567,11.48062972,11.74133231,12.00527345,12.25420934,12.51023918,12.76626902,13.02229886,13.2783287,0
318_1,12.6037047,12.6037047,13.04144996,13.94760188,15.39790126,16.576705,17.92400227,19.34882431,20.7231695,22.47592353,23.72660227,24.88097666,25.93220844,27.04572711,28.04484329,28.75297236,30.2605832,32.66735309,35.27674798,38.10826611,41.20297085,44.55970141,48.24148521,51.91558385,54.91251595,58.25396073,61.59540551,64.93685029,68.27829506,1
319_0,0,0,0,0,0,0.68707188,1.055940252,1.442541328,2.216587895,3.026381339,4.261126348,5.947844185,8.117637446,10.38629756,13.18004273,16.96829699,19.5895705,20.04470989,20.50913783,20.97975814,21.45966701,21.95196063,22.45044661,22.95512498,23.43111201,23.92066329,24.41021457,24.89976585,25.38931713,0
319_1,29.29661167,29.29661167,30.54735549,32.58639713,35.70742569,38.35801085,41.35094431,44.50874124,47.63273664,51.52031114,54.44400774,57.20191223,59.78146918,62.50880624,65.04115086,67.0313096,70.64661656,76.05951321,81.91628741,88.25907989,95.17069388,102.6543939,110.8353576,119.042817,125.7309563,133.1836758,140.6363952,148.0891147,155.5418341,1
320_0,0,0,0,0,0,1.471671041,2.261767271,3.089845999,4.747812145,6.482346182,9.127103633,12.73996259,17.38754314,22.24689119,28.23094319,36.34518023,41.95980722,42.93469131,43.929471,44.93751442,45.96545343,47.0199199,48.08765009,49.16864402,50.18818267,51.2367752,52.28536773,53.33396027,54.3825528,0
320_1,36.24553328,36.24553328,37.72204677,40.2651778,44.20251803,47.50900038,51.25402115,55.20767228,59.09411334,63.96051332,67.57265243,70.96202526,74.11208311,77.44406209,80.51323685,82.87083037,87.30993294,94.06189939,101.3712694,109.2911463,117.9278178,127.2835102,137.519575,147.7749357,156.1339734,165.4499537,174.765934,184.0819143,193.3978946,1
321_0,0,0,0,0,0,0.93793682,1.441487088,1.969244656,3.02591252,4.131379227,5.816956591,8.119531928,11.08156407,14.17856152,17.99236402,23.16379261,26.7421503,27.36347101,27.99747172,28.63992579,29.29505986,29.96710062,30.64759473,31.33654217,31.98632247,32.6546196,33.32291674,33.99121388,34.65951102,0
321_1,2.651631197,2.651631197,2.744506302,2.934922183,3.239207004,3.486910438,3.769897489,4.069143296,4.358048891,4.726178053,4.989357573,5.232470286,5.454088696,5.688821363,5.899722683,6.049853486,6.36740336,6.873144739,7.421424712,8.016334776,8.666471751,9.371611372,10.14494234,10.91680482,11.54638458,12.24832352,12.95026245,13.65220139,14.35414033,1
322_0,0,0,0,0,0,0.603268198,0.927144878,1.266591363,1.946225753,2.657246895,3.741387316,5.222372437,7.127511202,9.119457814,11.57244368,14.89863617,17.20018714,17.59981216,18.00759279,18.4208105,18.84218383,19.2744313,19.71211584,20.15523747,20.57316731,21.00300693,21.43284656,21.86268618,22.29252581,0
322_1,4.556076749,4.556076749,4.722265394,5.047535204,5.563274933,5.986347499,6.468647774,6.978449459,7.472851412,8.100089164,8.552757947,8.97259293,9.357236006,9.764497162,10.13282086,10.40053046,10.94929393,11.81312376,12.7492758,13.76468995,14.87377907,16.07632677,17.39438978,18.71118665,19.78506148,20.98223867,22.17941585,23.37659304,24.57377022,1
323_0,0,0,0,0,0,0.041231344,0.063367221,0.086567241,0.133017956,0.181613849,0.255711185,0.356931515,0.487141315,0.623284137,0.790937435,1.018271456,1.175574691,1.202887711,1.23075814,1.259000174,1.287799618,1.317342272,1.347256533,1.377542399,1.400210347,1.428452382,1.456694417,1.484936451,1.513178486,0
324_0,0,0,0,0,0,0.007085051,0.010888803,0.014875414,0.022857343,0.031207892,0.043940521,0.06133387,0.083708669,0.107102978,0.135911938,0.174976225,0.202006666,0.20670004,0.211489198,0.216342211,0.221291007,0.226367514,0.231507876,0.236712094,0.240607276,0.245460289,0.250313302,0.255166314,0.260019327,0
325_0,0,0,0,0,0,0.015032871,0.02310357,0.031562254,0.048498098,0.06621607,0.09323182,0.130136563,0.177610812,0.22724823,0.288374309,0.371259868,0.428612332,0.438570608,0.448732115,0.459029108,0.469529331,0.480300527,0.491207211,0.502249381,0.510514073,0.520811066,0.531108058,0.541405051,0.551702044,0
326_0,0,0,0,0,0,0.000972267,0.001494248,0.002041322,0.003136666,0.004282595,0.006029867,0.00841672,0.011487168,0.014697521,0.018650915,0.024011626,0.027720958,0.02836502,0.029022226,0.029688195,0.030367308,0.031063947,0.031769348,0.032483512,0.03301804,0.033684009,0.034349978,0.035015947,0.035681916,0
327_0,0,0,0,0,0,0.224139091,0.344472676,0.470591087,0.723103378,0.987277145,1.39008016,1.940327397,2.648165259,3.388255828,4.299641552,5.535459658,6.390581053,6.53905828,6.690565654,6.844093127,7.000650747,7.161248564,7.323866479,7.488504493,7.643782717,7.803485919,7.963189121,8.122892323,8.282595525,0
327_1,0.951777794,0.951777794,0.987763487,1.055347526,1.161726856,1.249621334,1.34962051,1.455281393,1.558179493,1.688196464,1.782850379,1.870960981,1.95205382,2.037887944,2.115973665,2.173770625,2.289012312,2.46848179,2.662912138,2.873735819,3.103894942,3.353376734,3.626672926,3.899945864,4.122769245,4.371153866,4.619538488,4.867923109,5.11630773,1
328_0,0,0,0,0,0,0.080414428,0.123586533,0.168834061,0.259427948,0.354205625,0.498719345,0.69613166,0.950082795,1.215605241,1.542583285,1.985958001,2.29275008,2.346019286,2.400375617,2.455456701,2.51162491,2.569242622,2.627585085,2.686652299,2.7423615,2.79965825,2.856955001,2.914251751,2.971548502,0
329_0,0,0,0,0,0,0.049705522,0.076390932,0.104359197,0.160356815,0.218940505,0.308266888,0.430290788,0.587262293,0.751386221,0.953496897,1.22755433,1.417187719,1.450114318,1.483712889,1.517759441,1.552477964,1.588092449,1.624154915,1.660665362,1.695100164,1.730516258,1.765932351,1.801348445,1.836764538,0
330_0,0,0,0,0,0,0.107484688,0.165190007,0.225669408,0.34676031,0.47344341,0.666605415,0.930473498,1.269913312,1.624819737,2.061869827,2.654499709,3.064568544,3.135769994,3.208424535,3.282047803,3.357124162,3.434137976,3.512120517,3.591071785,3.665534617,3.742119422,3.818704228,3.895289034,3.97187384,0
330_1,0.212487328,0.212487328,0.219779064,0.235081438,0.259626857,0.279534309,0.302301072,0.326380639,0.3495776,0.379198104,0.400277174,0.419710666,0.437382027,0.456102356,0.472867117,0.484675307,0.510050307,0.55069501,0.594766053,0.642593362,0.694874015,0.751586187,0.813800534,0.875868528,0.926499386,0.982952131,1.039404876,1.09585762,1.152310365,1
331_0,0,0,0,0,0,0.232663981,0.357574323,0.488489513,0.750605837,1.024827169,1.442950363,2.014125662,2.748885376,3.517124492,4.463173792,5.74599491,6.633639927,6.787764325,6.94503412,7.104400845,7.266912965,7.433618947,7.60242186,7.773321703,7.934505768,8.100283109,8.266060451,8.431837792,8.597615134,0
332_0,0,0,0,0,0,0.197569824,0.303639163,0.414807599,0.637387287,0.870246109,1.22530118,1.710322553,2.334253886,2.986614716,3.789965511,4.879290736,5.633046731,5.763923587,5.897471399,6.032799849,6.170799256,6.312359937,6.455701255,6.600823212,6.737694881,6.878466994,7.019239107,7.16001122,7.300783334,0
332_1,0.037584565,0.037584565,0.040039419,0.0424101,0.045502236,0.048576457,0.051910124,0.055399374,0.059149781,0.063456842,0.067268031,0.071078201,0.074883419,0.078889153,0.082903318,0.086711153,0.091753708,0.09803619,0.104789277,0.11205543,0.119894775,0.128333236,0.137453656,0.146769787,0.148386198,0.155652352,0.162918505,0.170184659,0.177450812,1
333_0,0,0,0,0,0,0.155710285,0.239306487,0.32692143,0.502342685,0.685865213,0.96569401,1.347952872,1.839690545,2.353834296,2.986977448,3.845505019,4.439561125,4.542708823,4.647961577,4.7546177,4.863378878,4.974946796,5.087918084,5.202292743,5.31016512,5.421111546,5.532057972,5.643004398,5.753950823,0
333_1,0.157958555,0.157958555,0.163379076,0.174754535,0.193001076,0.207799852,0.224724179,0.242624417,0.259868544,0.281887795,0.297557527,0.312003971,0.325140485,0.339056778,0.351519345,0.360297302,0.379160536,0.409374943,0.442136418,0.477690221,0.516554545,0.558713166,0.604961986,0.651102012,0.688739913,0.730705682,0.77267145,0.814637218,0.856602986,1
334_0,0,0,0,0,0,0.242192125,0.372217844,0.508494323,0.781344935,1.066796284,1.50204262,2.096608908,2.861458783,3.661159122,4.645951395,5.981307095,6.905303291,7.06573945,7.229449818,7.39534299,7.564510369,7.738043359,7.913759153,8.091657752,8.259442688,8.432009007,8.604575325,8.777141644,8.949707962,0
334_1,3.238309326,3.238309326,3.362684911,3.592072417,3.95193635,4.250242979,4.58932456,4.947541925,5.297053546,5.737869574,6.060055793,6.360461793,6.637501064,6.930696907,7.198119309,7.397627094,7.790645264,8.399759873,9.059551675,9.77486801,10.55561393,11.40179554,12.32851816,13.25553036,14.01134883,14.85383527,15.69632171,16.53880816,17.3812946,1
335_0,0,0,0,0,0,0.855780998,1.315224259,1.796754452,2.760866597,3.769503193,5.307437358,7.408325368,10.110907,12.93663205,16.41637572,21.13482821,24.39975016,24.9666481,25.54511539,26.13129558,26.72904511,27.34222043,27.96310865,28.59170977,29.18457446,29.79433408,30.40409369,31.0138533,31.62361291,0
335_1,19.888663,19.888663,20.79809057,22.16494137,24.21902251,25.99528535,27.9912046,30.09507734,32.19761055,34.78850666,36.77760839,38.66917799,40.45555581,42.34303292,44.11648324,45.55657285,48.03960569,51.66731992,55.58935678,59.83350137,64.45269514,69.45069672,74.90696914,80.39270374,84.86116778,89.83931463,94.81746148,99.79560832,104.7737552,1
336_0,0,0,0,0,0,0.343687814,0.528203537,0.721589532,1.108783915,1.513859639,2.131505079,2.975236839,4.060613093,5.195444631,6.592934757,8.487899268,9.799115446,10.02678574,10.25910237,10.49451656,10.73457708,10.9808327,11.23018589,11.48263662,11.72073536,11.96561921,12.21050306,12.45538692,12.70027077,0
336_1,1.01314097,1.01314097,1.047908012,1.120869831,1.237902549,1.33282141,1.441373486,1.55618502,1.666788283,1.808019037,1.908524184,2.001183197,2.085440363,2.174699013,2.254633505,2.310935032,2.431923195,2.625717407,2.835848427,3.06388935,3.313163847,3.583567852,3.880206263,4.176146866,4.417555128,4.686722184,4.955889239,5.225056295,5.49422335,1
339_0,0,0,0,0,0,0.001504753,0.00231261,0.003159304,0.00485454,0.006628065,0.009332275,0.013026348,0.017778404,0.022746986,0.028865556,0.037162196,0.042903036,0.043899835,0.044916976,0.04594768,0.046998726,0.048076896,0.049168628,0.050273922,0.051101198,0.052131901,0.053162605,0.054193308,0.055224012,0
340_0,0,0,0,0,0,0.003036898,0.004667317,0.006376117,0.009797448,0.013376782,0.018834427,0.026289818,0.035880431,0.04590804,0.058256557,0.075000861,0.086587043,0.088598786,0.090651584,0.092731753,0.094852979,0.097028945,0.099232282,0.10146299,0.103132599,0.105212769,0.107292938,0.109373107,0.111453276,0
341_0,0,0,0,0,0,0.315819706,0.485373874,0.663079063,1.018877584,1.391107529,1.958670861,2.733988185,3.731356131,4.774169252,6.058343153,7.799653462,9.004548983,9.213758513,9.427237626,9.643563127,9.864158211,10.09044607,10.31958032,10.55156095,10.77035333,10.99538064,11.22040796,11.44543527,11.67046259,0
341_1,9.233594472,9.233594472,9.673651858,10.30308632,11.23758841,12.0553983,12.97141479,13.93637677,14.90710707,16.0956916,17.02042749,17.90432462,18.74408237,19.63100624,20.47041789,21.16532859,22.32659981,23.99693195,25.80183332,27.75396014,29.87692375,32.17292531,34.67722516,37.19859687,39.25187219,41.53900403,43.82613587,46.11326771,48.40039955,1
